unique_id,cutoff,metric,Naive,SeasonalNaive,Drift,AutoETS,AutoARIMA,LGBMRegressor,AutoNBEATS,AutoNHITS,Chronos,best_model
hotel_0,2023-05-05,mae,0.23633156966490296,0.16843033509700175,0.23402689864857554,0.148305148190103,0.1661165934832694,0.04088857280647386,0.17287835862480985,10057751297.371048,0.18657174102002774,LGBMRegressor
hotel_105,2023-05-05,mae,0.07951482479784365,0.16801437556154536,0.07736510508822117,0.13554831282413424,0.11970561802755698,0.04850486193147432,0.13631601191166812,12040767890216.559,0.09194553424566583,LGBMRegressor
hotel_112,2023-05-05,mae,0.19977678571428567,0.1171875,0.2001474401110137,0.1303356633607417,0.10802444150783883,0.056448311011235694,0.12594979703426362,inf,0.08787560973848617,LGBMRegressor
hotel_126,2023-05-05,mae,0.0226237905520774,0.025754126351735913,0.0226237905520774,0.039990604848033094,0.025775242674498457,0.04293384477729153,0.04265095586965352,inf,0.022448433814363584,Chronos
hotel_133,2023-05-05,mae,0.10421545667447309,0.09367681498829039,0.11490974746531425,0.061340103210079114,0.04860878250528733,0.030371864225064858,0.05450470365182577,inf,0.046099730062819755,LGBMRegressor
hotel_14,2023-05-05,mae,0.2695417789757413,0.19609164420485176,0.27877317149802394,0.1691501660830987,0.1573730222644397,0.04352610021819135,0.22297051099111448,inf,0.10683198397692968,LGBMRegressor
hotel_21,2023-05-05,mae,0.06431878306878305,0.05539021164021163,0.06431878306878305,0.06257820098836245,0.059368275149879905,0.024061574976965306,0.06668712435260651,inf,0.06058464534383602,LGBMRegressor
hotel_28,2023-05-05,mae,0.0,0.0,0.024463190184049077,0.006163194516338952,0.00015217866046236765,0.0016344756435329195,0.000516799589312151,inf,0.005947652672018323,Naive
hotel_35,2023-05-05,mae,0.08775111607142858,0.15485491071428573,0.09284846990943617,0.08818264653940575,0.07905937372472964,0.02697615235576249,0.07870042749813624,inf,0.07250896521977016,LGBMRegressor
hotel_42,2023-05-05,mae,0.31231925968768076,0.24551764025448236,0.3249901535339056,0.2681311029380744,0.21607987084532596,0.020823545802925097,0.25480982218263054,1.473794989076659e+34,0.22274347545957207,LGBMRegressor
hotel_49,2023-05-05,mae,0.12102308172177174,0.09513412351840302,0.11490278325277126,0.08960678444220536,0.09289129037871884,0.060317881640244646,0.10347344790000286,1.5296072075339727e+20,0.11013933620226808,LGBMRegressor
